Date,Visitor,G,Home,G,,Att.,LOG,Notes
2019-01-15,Pittsburgh Penguins,2,San Jose Sharks,5,,17292,2:22,
2019-01-15,Vegas Golden Knights,1,Winnipeg Jets,4,,15321,2:27,
2019-01-16,San Jose Sharks,3,Arizona Coyotes,6,,13342,2:29,
2019-01-16,Buffalo Sabres,4,Calgary Flames,3,OT,18286,2:34,
2019-01-16,Colorado Avalanche,2,Ottawa Senators,5,,14468,2:29,
2019-01-16,Boston Bruins,3,Philadelphia Flyers,4,,19297,2:55,
2019-01-16,Edmonton Oilers,3,Vancouver Canucks,2,SO,18166,2:50,
2019-01-17,St. Louis Blues,2,Boston Bruins,5,,17565,2:24,
2019-01-17,Los Angeles Kings,2,Dallas Stars,1,,18045,2:32,
2019-01-17,Anaheim Ducks,3,Minnesota Wild,0,,18907,2:24,
2019-01-17,Winnipeg Jets,5,Nashville Predators,1,,17507,2:33,
2019-01-17,New Jersey Devils,1,New York Islanders,4,,12088,2:21,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-01-17,Chicago Blackhawks,3,New York Rangers,4,,17434,2:32,
2019-01-17,Toronto Maple Leafs,4,Tampa Bay Lightning,2,,19092,2:34,
2019-01-18,Pittsburgh Penguins,3,Arizona Coyotes,2,OT,14757,2:38,
2019-01-18,Ottawa Senators,4,Carolina Hurricanes,1,,15598,2:22,
2019-01-18,Montreal Canadiens,4,Columbus Blue Jackets,1,,18892,2:25,
2019-01-18,Detroit Red Wings,4,Calgary Flames,6,,19289,2:38,
2019-01-18,Toronto Maple Leafs,1,Florida Panthers,3,,16741,2:23,
2019-01-18,Buffalo Sabres,3,Vancouver Canucks,4,,18176,2:26,
2019-01-18,New York Islanders,2,Washington Capitals,0,,18605,2:17,
2019-01-19,New York Rangers,3,Boston Bruins,2,,17565,2:39,
2019-01-19,Los Angeles Kings,1,Colorado Avalanche,7,,18043,2:34,
2019-01-19,Winnipeg Jets,2,Dallas Stars,4,,18532,2:38,
2019-01-19,Calgary Flames,5,Edmonton Oilers,2,,18347,2:35,
2019-01-19,Columbus Blue Jackets,1,Minnesota Wild,2,,19054,2:27,
2019-01-19,Philadelphia Flyers,5,Montreal Canadiens,2,,21302,2:19,
2019-01-19,Anaheim Ducks,3,New Jersey Devils,2,,15231,2:23,
2019-01-19,Florida Panthers,4,Nashville Predators,2,,17716,2:33,
2019-01-19,Ottawa Senators,2,St. Louis Blues,3,,17690,2:34,
2019-01-19,San Jose Sharks,3,Tampa Bay Lightning,6,,19092,2:29,
2019-01-19,Pittsburgh Penguins,3,Vegas Golden Knights,7,,18511,2:36,
2019-01-20,Washington Capitals,5,Chicago Blackhawks,8,,21316,2:36,
2019-01-20,Carolina Hurricanes,7,Edmonton Oilers,4,,18347,2:28,
2019-01-20,Anaheim Ducks,0,New York Islanders,3,,13917,2:21,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-01-20,Arizona Coyotes,4,Toronto Maple Leafs,2,,19165,2:23,
2019-01-20,Detroit Red Wings,2,Vancouver Canucks,3,,18865,2:32,
2019-01-21,Nashville Predators,4,Colorado Avalanche,1,,18018,2:28,
2019-01-21,San Jose Sharks,2,Florida Panthers,6,,14014,2:33,
2019-01-21,St. Louis Blues,3,Los Angeles Kings,4,,18230,2:33,
2019-01-21,Minnesota Wild,4,Vegas Golden Knights,2,,18328,2:40,
2019-01-22,Carolina Hurricanes,2,Calgary Flames,3,OT,18508,2:36,
2019-01-22,New York Islanders,2,Chicago Blackhawks,3,SO,21330,2:36,
2019-01-22,Detroit Red Wings,3,Edmonton Oilers,2,,18347,2:27,
2019-01-22,Arizona Coyotes,3,Ottawa Senators,2,,12236,2:27,
2019-01-22,San Jose Sharks,7,Washington Capitals,6,OT,18506,2:39,
2019-01-23,St. Louis Blues,5,Anaheim Ducks,1,,16795,2:21,
2019-01-23,Minnesota Wild,5,Colorado Avalanche,2,,17310,2:34,
2019-01-23,Arizona Coyotes,1,Montreal Canadiens,2,,21002,2:23,
2019-01-23,Washington Capitals,3,Toronto Maple Leafs,6,,19148,2:28,
2019-01-23,Carolina Hurricanes,5,Vancouver Canucks,2,,18373,2:32,
2019-01-23,Nashville Predators,2,Vegas Golden Knights,1,,18477,2:37,
2019-01-28,Winnipeg Jets,1,Philadelphia Flyers,3,,19087,2:30,
2019-01-28,New Jersey Devils,6,Pittsburgh Penguins,3,,18609,2:32,
2019-01-29,Winnipeg Jets,4,Boston Bruins,3,SO,17565,2:52,
2019-01-29,Buffalo Sabres,5,Columbus Blue Jackets,4,,15615,2:27,
2019-01-29,Philadelphia Flyers,1,New York Rangers,0,,17163,2:28,
2019-01-30,Buffalo Sabres,0,Dallas Stars,1,,17986,2:28,
2019-01-30,Tampa Bay Lightning,2,Pittsburgh Penguins,4,,18514,2:29,
2019-01-31,Philadelphia Flyers,3,Boston Bruins,2,OT,17565,2:34,
2019-01-31,New York Rangers,4,New Jersey Devils,3,,16514,2:30,
2019-01-31,Columbus Blue Jackets,3,Winnipeg Jets,4,,15321,2:24,
2019-02-01,Chicago Blackhawks,7,Buffalo Sabres,3,,18205,2:26,
2019-02-01,Vegas Golden Knights,2,Carolina Hurricanes,5,,17104,2:26,
2019-02-01,Minnesota Wild,1,Dallas Stars,3,,18124,2:28,
2019-02-01,Toronto Maple Leafs,2,Detroit Red Wings,3,OT,19515,2:25,at Little Caesars Arena (Detroit MI)
2019-02-01,Nashville Predators,4,Florida Panthers,1,,13158,2:29,
2019-02-01,Tampa Bay Lightning,1,New York Islanders,0,SO,13971,2:42,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-02-01,Ottawa Senators,3,Pittsburgh Penguins,5,,18618,2:29,
2019-02-01,Calgary Flames,3,Washington Capitals,4,,18506,2:37,
2019-02-02,St. Louis Blues,4,Columbus Blue Jackets,2,,18681,2:24,
2019-02-02,Vancouver Canucks,5,Colorado Avalanche,1,,18027,2:26,
2019-02-02,Vegas Golden Knights,1,Florida Panthers,3,,15202,2:27,
2019-02-02,Chicago Blackhawks,4,Minnesota Wild,3,OT,19114,2:39,
2019-02-02,New Jersey Devils,3,Montreal Canadiens,2,OT,21302,2:28,
2019-02-02,Dallas Stars,3,Nashville Predators,1,,17722,2:35,
2019-02-02,Los Angeles Kings,2,New York Islanders,4,,13917,2:30,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-02-02,Tampa Bay Lightning,3,New York Rangers,2,,17468,2:30,
2019-02-02,Detroit Red Wings,2,Ottawa Senators,0,,15714,2:24,
2019-02-02,Edmonton Oilers,4,Philadelphia Flyers,5,OT,19526,2:32,
2019-02-02,Arizona Coyotes,2,San Jose Sharks,3,OT,17227,2:27,
2019-02-02,Pittsburgh Penguins,2,Toronto Maple Leafs,3,,19477,2:30,
2019-02-02,Anaheim Ducks,3,Winnipeg Jets,9,,15321,2:30,
2019-02-03,Calgary Flames,4,Carolina Hurricanes,3,,12621,2:31,
2019-02-03,Edmonton Oilers,3,Montreal Canadiens,4,OT,21302,2:34,
2019-02-03,Boston Bruins,1,Washington Capitals,0,,18506,2:22,
2019-02-04,Arizona Coyotes,4,Dallas Stars,5,,17996,2:42,
2019-02-04,Los Angeles Kings,4,New York Rangers,3,OT,16233,2:24,
2019-02-04,Vancouver Canucks,1,Philadelphia Flyers,2,,18671,2:32,
2019-02-04,Anaheim Ducks,1,Toronto Maple Leafs,6,,18858,2:33,
2019-02-05,New York Islanders,1,Boston Bruins,3,,17565,2:33,
2019-02-05,Minnesota Wild,4,Buffalo Sabres,5,SO,16847,2:43,
2019-02-05,Columbus Blue Jackets,6,Colorado Avalanche,3,,15398,2:31,
2019-02-05,Chicago Blackhawks,6,Edmonton Oilers,2,,18347,2:32,
2019-02-05,St. Louis Blues,3,Florida Panthers,2,,10243,2:30,
2019-02-05,Anaheim Ducks,1,Montreal Canadiens,4,,20680,2:24,
2019-02-05,Los Angeles Kings,5,New Jersey Devils,1,,14508,2:31,
2019-02-05,Arizona Coyotes,2,Nashville Predators,5,,17295,2:34,
2019-02-05,Carolina Hurricanes,4,Pittsburgh Penguins,0,,18435,2:17,
2019-02-05,Vegas Golden Knights,3,Tampa Bay Lightning,2,SO,19092,2:52,
2019-02-05,San Jose Sharks,3,Winnipeg Jets,2,OT,15321,2:32,
2019-02-05,Vancouver Canucks,2,Washington Capitals,3,,18506,2:31,
2019-02-06,Boston Bruins,3,New York Rangers,4,SO,16848,2:49,
2019-02-06,Ottawa Senators,4,Toronto Maple Leafs,5,,19264,2:24,
2019-02-07,Columbus Blue Jackets,4,Arizona Coyotes,2,,15319,2:28,
2019-02-07,Carolina Hurricanes,6,Buffalo Sabres,5,OT,17588,2:42,
2019-02-07,San Jose Sharks,5,Calgary Flames,2,,18748,2:27,
2019-02-07,Vancouver Canucks,3,Chicago Blackhawks,4,OT,21540,2:34,
2019-02-07,Vegas Golden Knights,4,Detroit Red Wings,3,,18889,2:37,at Little Caesars Arena (Detroit MI)
2019-02-07,Pittsburgh Penguins,2,Florida Panthers,3,OT,14712,2:36,
2019-02-07,Edmonton Oilers,4,Minnesota Wild,1,,18904,2:31,
2019-02-07,Winnipeg Jets,2,Montreal Canadiens,5,,21302,2:34,
2019-02-07,New York Islanders,2,New Jersey Devils,1,SO,13265,2:37,
2019-02-07,Dallas Stars,2,Nashville Predators,3,OT,17174,2:28,
2019-02-07,Anaheim Ducks,0,Ottawa Senators,4,,12617,2:19,
2019-02-07,Los Angeles Kings,3,Philadelphia Flyers,2,SO,18982,2:42,
2019-02-07,St. Louis Blues,1,Tampa Bay Lightning,0,OT,19092,2:32,
2019-02-07,Colorado Avalanche,3,Washington Capitals,4,OT,18506,2:39,
2019-02-08,Carolina Hurricanes,3,New York Rangers,0,,18006,2:19,
2019-02-09,Dallas Stars,2,Arizona Coyotes,3,,13418,2:33,
2019-02-09,Los Angeles Kings,4,Boston Bruins,5,OT,17565,2:32,
2019-02-09,Detroit Red Wings,1,Buffalo Sabres,3,,19070,2:25,
2019-02-09,San Jose Sharks,5,Edmonton Oilers,2,,18347,2:27,
2019-02-09,Toronto Maple Leafs,4,Montreal Canadiens,3,OT,21302,2:31,
2019-02-09,Minnesota Wild,4,New Jersey Devils,2,,15783,2:30,
2019-02-09,Colorado Avalanche,3,New York Islanders,4,OT,14216,2:35,
2019-02-09,Winnipeg Jets,2,Ottawa Senators,5,,16263,2:30,
2019-02-09,Anaheim Ducks,2,Philadelphia Flyers,6,,19072,2:32,
2019-02-09,Nashville Predators,2,St. Louis Blues,3,,18166,2:30,
2019-02-09,Pittsburgh Penguins,4,Tampa Bay Lightning,5,,19092,2:53,
2019-02-09,Calgary Flames,3,Vancouver Canucks,4,SO,18410,2:45,
2019-02-09,Columbus Blue Jackets,4,Vegas Golden Knights,3,,18301,2:28,
2019-02-09,Florida Panthers,5,Washington Capitals,4,OT,18506,2:36,
2019-02-10,Colorado Avalanche,1,Boston Bruins,2,OT,17565,2:38,
2019-02-10,Winnipeg Jets,3,Buffalo Sabres,1,,17966,2:19,
2019-02-10,Detroit Red Wings,2,Chicago Blackhawks,5,,21941,2:31,
2019-02-10,Tampa Bay Lightning,5,Florida Panthers,2,,13566,2:31,
2019-02-10,Carolina Hurricanes,2,New Jersey Devils,3,,16514,2:36,
2019-02-10,St. Louis Blues,5,Nashville Predators,4,OT,17622,2:50,
2019-02-10,Minnesota Wild,1,New York Islanders,2,,13825,2:23,
2019-02-10,Toronto Maple Leafs,1,New York Rangers,4,,17445,2:25,
2019-02-11,Pittsburgh Penguins,4,Philadelphia Flyers,1,,19103,2:32,
2019-02-11,San Jose Sharks,7,Vancouver Canucks,2,,18576,2:22,
2019-02-11,Los Angeles Kings,4,Washington Capitals,6,,18506,2:25,
2019-02-12,Chicago Blackhawks,3,Boston Bruins,6,,17565,2:32,
2019-02-12,New York Islanders,1,Buffalo Sabres,3,,16894,2:21,
2019-02-12,Washington Capitals,0,Columbus Blue Jackets,3,,15701,2:26,
2019-02-12,Toronto Maple Leafs,5,Colorado Avalanche,2,,16426,2:25,
2019-02-12,Dallas Stars,3,Florida Panthers,0,,9472,2:26,
2019-02-12,Philadelphia Flyers,5,Minnesota Wild,4,,18607,2:33,
2019-02-12,Detroit Red Wings,3,Nashville Predators,2,,17260,2:29,
2019-02-12,Carolina Hurricanes,4,Ottawa Senators,1,,10648,2:22,
2019-02-12,New Jersey Devils,3,St. Louis Blues,8,,17509,2:28,
2019-02-12,Calgary Flames,3,Tampa Bay Lightning,6,,19092,2:30,
2019-02-12,Arizona Coyotes,5,Vegas Golden Knights,2,,18212,2:31,
2019-02-12,New York Rangers,3,Winnipeg Jets,4,,15321,2:22,
2019-02-13,Vancouver Canucks,0,Anaheim Ducks,1,,17174,2:33,
2019-02-13,Edmonton Oilers,1,Pittsburgh Penguins,3,,18570,2:30,
2019-02-14,St. Louis Blues,4,Arizona Coyotes,0,,12553,2:23,
2019-02-14,New York Islanders,3,Columbus Blue Jackets,0,,16531,2:21,
2019-02-14,New Jersey Devils,2,Chicago Blackhawks,5,,21038,2:28,
2019-02-14,Ottawa Senators,2,Detroit Red Wings,3,,18575,2:27,at Little Caesars Arena (Detroit MI)
2019-02-14,Calgary Flames,2,Florida Panthers,3,SO,10198,2:49,
2019-02-14,Vancouver Canucks,4,Los Angeles Kings,3,SO,18230,2:48,
2019-02-14,Montreal Canadiens,1,Nashville Predators,3,,17417,2:37,
2019-02-14,Washington Capitals,5,San Jose Sharks,1,,17562,2:16,
2019-02-14,Dallas Stars,0,Tampa Bay Lightning,6,,19092,2:28,
2019-02-14,Toronto Maple Leafs,6,Vegas Golden Knights,3,,18214,2:32,
2019-02-14,Colorado Avalanche,4,Winnipeg Jets,1,,15321,2:26,
2019-02-15,Boston Bruins,3,Anaheim Ducks,0,,17174,2:23,
2019-02-15,New York Rangers,6,Buffalo Sabres,2,,19070,2:29,
2019-02-15,Edmonton Oilers,1,Carolina Hurricanes,3,,14430,2:35,
2019-02-15,New Jersey Devils,5,Minnesota Wild,4,OT,19041,2:40,
2019-02-16,Toronto Maple Leafs,0,Arizona Coyotes,2,,17125,2:23,
2019-02-16,Dallas Stars,0,Carolina Hurricanes,3,,14369,2:23,
2019-02-16,Columbus Blue Jackets,5,Chicago Blackhawks,2,,22196,2:22,
2019-02-16,St. Louis Blues,3,Colorado Avalanche,0,,18076,2:26,
2019-02-16,Boston Bruins,4,Los Angeles Kings,2,,18230,2:22,
2019-02-16,Edmonton Oilers,2,New York Islanders,5,,14812,2:29,
2019-02-16,Detroit Red Wings,5,Philadelphia Flyers,6,OT,19342,2:37,
2019-02-16,Calgary Flames,5,Pittsburgh Penguins,4,,18667,2:31,
2019-02-16,Vancouver Canucks,2,San Jose Sharks,3,,17562,2:30,
2019-02-16,Montreal Canadiens,0,Tampa Bay Lightning,3,,19092,2:42,
2019-02-16,Nashville Predators,1,Vegas Golden Knights,5,,18430,2:39,
2019-02-16,Ottawa Senators,4,Winnipeg Jets,3,OT,15321,2:33,
2019-02-17,Washington Capitals,2,Anaheim Ducks,5,,17495,2:30,
2019-02-17,Philadelphia Flyers,3,Detroit Red Wings,1,,19515,2:34,at Little Caesars Arena (Detroit MI)
2019-02-17,Montreal Canadiens,3,Florida Panthers,6,,16212,2:37,
2019-02-17,St. Louis Blues,4,Minnesota Wild,0,,19102,2:22,
2019-02-17,Buffalo Sabres,1,New Jersey Devils,4,,16514,2:24,
2019-02-17,New York Rangers,5,Pittsburgh Penguins,6,,18646,2:32,
2019-02-18,Tampa Bay Lightning,5,Columbus Blue Jackets,1,,16411,2:31,
2019-02-18,Arizona Coyotes,2,Calgary Flames,5,,18985,2:25,
2019-02-18,Ottawa Senators,7,Chicago Blackhawks,8,,21338,2:33,
2019-02-18,Vegas Golden Knights,0,Colorado Avalanche,3,,17808,2:22,
2019-02-18,Washington Capitals,3,Los Angeles Kings,2,,18230,2:18,
2019-02-18,Boston Bruins,6,San Jose Sharks,5,OT,17562,2:43,
2019-02-19,New York Rangers,2,Carolina Hurricanes,1,,13343,2:29,
2019-02-19,Nashville Predators,5,Dallas Stars,3,,17985,2:38,
2019-02-19,Arizona Coyotes,3,Edmonton Oilers,2,SO,18347,2:39,
2019-02-19,Buffalo Sabres,2,Florida Panthers,4,,10340,2:40,
2019-02-19,Anaheim Ducks,4,Minnesota Wild,0,,18533,2:32,
2019-02-19,Columbus Blue Jackets,2,Montreal Canadiens,3,,20858,2:26,
2019-02-19,Pittsburgh Penguins,4,New Jersey Devils,3,,15824,2:24,
2019-02-19,Tampa Bay Lightning,5,Philadelphia Flyers,2,,18932,2:32,
2019-02-19,Toronto Maple Leafs,2,St. Louis Blues,3,OT,18598,2:37,
2019-02-20,New York Islanders,2,Calgary Flames,4,,18632,2:24,
2019-02-20,Winnipeg Jets,1,Colorado Avalanche,7,,15021,2:36,
2019-02-20,Chicago Blackhawks,5,Detroit Red Wings,4,OT,18806,2:38,at Little Caesars Arena (Detroit MI)
2019-02-20,Boston Bruins,3,Vegas Golden Knights,2,SO,18222,2:38,
2019-02-21,St. Louis Blues,2,Dallas Stars,5,,17945,2:33,
2019-02-21,New York Islanders,3,Edmonton Oilers,4,OT,18347,2:31,
2019-02-21,Carolina Hurricanes,4,Florida Panthers,3,,10750,2:38,
2019-02-21,Philadelphia Flyers,1,Montreal Canadiens,5,,21302,2:32,
2019-02-21,Ottawa Senators,0,New Jersey Devils,4,,12964,2:13,
2019-02-21,Los Angeles Kings,1,Nashville Predators,2,,17510,2:23,
2019-02-21,Minnesota Wild,4,New York Rangers,1,,17271,2:29,
2019-02-21,San Jose Sharks,4,Pittsburgh Penguins,0,,18362,2:36,
2019-02-21,Buffalo Sabres,1,Tampa Bay Lightning,2,SO,19092,2:48,
2019-02-21,Washington Capitals,3,Toronto Maple Leafs,2,,19378,2:25,
2019-02-21,Arizona Coyotes,3,Vancouver Canucks,2,OT,18568,2:32,
2019-02-22,Anaheim Ducks,1,Calgary Flames,2,,18960,2:19,
2019-02-22,Colorado Avalanche,5,Chicago Blackhawks,3,,21653,2:27,
2019-02-22,Minnesota Wild,3,Detroit Red Wings,2,,19515,2:30,at Little Caesars Arena (Detroit MI)
2019-02-22,Columbus Blue Jackets,3,Ottawa Senators,0,,13918,2:20,
2019-02-22,Winnipeg Jets,6,Vegas Golden Knights,3,,18280,2:35,
2019-02-23,Washington Capitals,2,Buffalo Sabres,5,,19070,2:30,
2019-02-23,San Jose Sharks,0,Columbus Blue Jackets,4,,19025,2:21,
2019-02-23,Carolina Hurricanes,3,Dallas Stars,0,,18532,2:29,
2019-02-23,Anaheim Ducks,1,Edmonton Oilers,2,,18347,2:31,
2019-02-23,Los Angeles Kings,1,Florida Panthers,6,,14290,2:22,
2019-02-23,Colorado Avalanche,5,Nashville Predators,0,,17760,2:33,
2019-02-23,New Jersey Devils,2,New York Rangers,5,,17371,2:31,
2019-02-23,Pittsburgh Penguins,3,Philadelphia Flyers,4,OT,69620,2:54,NHL Stadium Series
2019-02-23,Boston Bruins,1,St. Louis Blues,2,SO,18425,2:39,
2019-02-23,Montreal Canadiens,3,Toronto Maple Leafs,6,,19506,2:39,
2019-02-23,New York Islanders,4,Vancouver Canucks,0,,18871,2:22,
2019-02-24,Winnipeg Jets,1,Arizona Coyotes,4,,17125,2:28,
2019-02-24,Dallas Stars,4,Chicago Blackhawks,3,,21474,2:32,
2019-02-24,San Jose Sharks,5,Detroit Red Wings,3,,19515,2:32,at Little Caesars Arena (Detroit MI)
2019-02-24,St. Louis Blues,1,Minnesota Wild,2,OT,18645,2:31,
2019-02-24,Calgary Flames,2,Ottawa Senators,1,,13160,2:24,
2019-02-24,New York Rangers,5,Washington Capitals,6,OT,18506,2:40,
2019-02-25,Florida Panthers,4,Colorado Avalanche,3,OT,14338,2:41,
2019-02-25,Montreal Canadiens,1,New Jersey Devils,2,,12791,2:41,
2019-02-25,Edmonton Oilers,2,Nashville Predators,3,SO,17481,2:46,
2019-02-25,Los Angeles Kings,3,Tampa Bay Lightning,4,SO,19092,3:23,
2019-02-25,Buffalo Sabres,3,Toronto Maple Leafs,5,,19026,2:29,
2019-02-25,Anaheim Ducks,0,Vancouver Canucks,4,,18542,2:23,
2019-02-26,Florida Panthers,3,Arizona Coyotes,4,SO,11912,2:48,
2019-02-26,San Jose Sharks,1,Boston Bruins,4,,17565,2:26,
2019-02-26,Los Angeles Kings,1,Carolina Hurricanes,6,,13042,2:25,
2019-02-26,Pittsburgh Penguins,5,Columbus Blue Jackets,2,,18776,2:25,
2019-02-26,Montreal Canadiens,8,Detroit Red Wings,1,,18845,2:29,at Little Caesars Arena (Detroit MI)
2019-02-26,Calgary Flames,3,New York Islanders,1,,13097,2:26,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-02-26,Buffalo Sabres,2,Philadelphia Flyers,5,,18466,2:30,
2019-02-26,Nashville Predators,0,St. Louis Blues,2,,16645,2:20,
2019-02-26,Dallas Stars,1,Vegas Golden Knights,4,,18261,2:39,
2019-02-26,Minnesota Wild,3,Winnipeg Jets,2,,15321,2:21,
2019-02-26,Ottawa Senators,2,Washington Capitals,7,,18506,2:27,
2019-02-27,Chicago Blackhawks,4,Anaheim Ducks,3,,16689,2:28,
2019-02-27,Vancouver Canucks,2,Colorado Avalanche,3,SO,14867,2:48,
2019-02-27,Calgary Flames,2,New Jersey Devils,1,,12019,2:29,
2019-02-27,Tampa Bay Lightning,4,New York Rangers,3,OT,17012,2:39,
2019-02-27,Edmonton Oilers,2,Toronto Maple Leafs,6,,19356,2:28,
2019-02-28,Vancouver Canucks,2,Arizona Coyotes,5,,12767,2:26,
2019-02-28,Tampa Bay Lightning,1,Boston Bruins,4,,17565,2:25,
2019-02-28,Philadelphia Flyers,3,Columbus Blue Jackets,4,OT,17169,2:46,
2019-02-28,Dallas Stars,4,Los Angeles Kings,3,OT,18230,2:39,
2019-02-28,Toronto Maple Leafs,1,New York Islanders,6,,13917,2:40,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-02-28,Edmonton Oilers,4,Ottawa Senators,2,,18358,2:24,
2019-02-28,Florida Panthers,5,Vegas Golden Knights,6,SO,18281,2:50,
2019-03-01,Vegas Golden Knights,3,Anaheim Ducks,0,,16456,2:22,
2019-03-01,Pittsburgh Penguins,3,Buffalo Sabres,4,OT,19070,2:41,
2019-03-01,St. Louis Blues,2,Carolina Hurricanes,5,,15363,2:30,
2019-03-01,Philadelphia Flyers,6,New Jersey Devils,3,,15247,2:33,
2019-03-01,Washington Capitals,3,New York Islanders,1,,13971,2:31,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-03-01,Montreal Canadiens,4,New York Rangers,2,,17334,2:23,
2019-03-01,Colorado Avalanche,3,San Jose Sharks,4,,17351,2:27,
2019-03-01,Nashville Predators,3,Winnipeg Jets,5,,15321,2:34,
2019-03-02,Detroit Red Wings,1,Arizona Coyotes,3,,15552,2:33,
2019-03-02,New Jersey Devils,0,Boston Bruins,1,,17565,2:21,
2019-03-02,Edmonton Oilers,4,Columbus Blue Jackets,0,,18628,2:22,
2019-03-02,Minnesota Wild,4,Calgary Flames,2,,19289,2:38,
2019-03-02,Carolina Hurricanes,4,Florida Panthers,3,OT,13923,2:29,
2019-03-02,Chicago Blackhawks,3,Los Angeles Kings,6,,18230,2:24,
2019-03-02,Pittsburgh Penguins,5,Montreal Canadiens,1,,21302,2:28,
2019-03-02,Dallas Stars,4,St. Louis Blues,1,,18166,2:32,
2019-03-02,Ottawa Senators,1,Tampa Bay Lightning,5,,19092,2:34,
2019-03-02,Buffalo Sabres,2,Toronto Maple Leafs,5,,19088,2:27,
2019-03-03,Colorado Avalanche,1,Anaheim Ducks,2,,16690,2:30,
2019-03-03,Winnipeg Jets,5,Columbus Blue Jackets,2,,16091,2:24,
2019-03-03,Ottawa Senators,3,Florida Panthers,2,,11752,2:28,
2019-03-03,Nashville Predators,3,Minnesota Wild,2,SO,18885,2:34,
2019-03-03,Philadelphia Flyers,4,New York Islanders,1,,13917,2:31,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-03-03,Washington Capitals,3,New York Rangers,2,SO,17517,2:42,
2019-03-03,Chicago Blackhawks,2,San Jose Sharks,5,,17252,2:17,
2019-03-03,Vancouver Canucks,0,Vegas Golden Knights,3,,18303,2:26,
2019-03-04,Edmonton Oilers,4,Buffalo Sabres,3,,17775,2:32,
2019-03-04,Toronto Maple Leafs,6,Calgary Flames,2,,19289,2:31,
2019-03-05,Anaheim Ducks,3,Arizona Coyotes,1,,11305,2:31,
2019-03-05,Carolina Hurricanes,3,Boston Bruins,4,OT,17565,2:38,
2019-03-05,Detroit Red Wings,3,Colorado Avalanche,4,OT,18011,2:36,
2019-03-05,New York Rangers,0,Dallas Stars,1,,17974,2:29,
2019-03-05,Montreal Canadiens,3,Los Angeles Kings,1,,17764,2:22,
2019-03-05,Columbus Blue Jackets,2,New Jersey Devils,1,SO,12085,2:37,
2019-03-05,Minnesota Wild,4,Nashville Predators,5,SO,17668,2:43,
2019-03-05,Ottawa Senators,4,New York Islanders,5,SO,11445,2:33,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-03-05,Florida Panthers,2,Pittsburgh Penguins,3,OT,18484,2:34,
2019-03-05,Winnipeg Jets,2,Tampa Bay Lightning,5,,19092,2:37,
2019-03-06,St. Louis Blues,5,Anaheim Ducks,4,,16854,2:34,
2019-03-06,Washington Capitals,5,Philadelphia Flyers,3,,19232,2:23,
2019-03-06,Toronto Maple Leafs,2,Vancouver Canucks,3,OT,18871,2:31,
2019-03-06,Calgary Flames,1,Vegas Golden Knights,2,,18422,2:43,
2019-03-07,Calgary Flames,0,Arizona Coyotes,2,,13341,2:21,
2019-03-07,Florida Panthers,3,Boston Bruins,4,,17565,2:29,
2019-03-07,Buffalo Sabres,4,Chicago Blackhawks,5,SO,21500,2:38,
2019-03-07,Colorado Avalanche,0,Dallas Stars,4,,18011,2:22,
2019-03-07,New York Rangers,2,Detroit Red Wings,3,SO,18333,2:44,at Little Caesars Arena (Detroit MI)
2019-03-07,Vancouver Canucks,2,Edmonton Oilers,3,,18347,2:26,
2019-03-07,St. Louis Blues,4,Los Angeles Kings,0,,17837,2:26,
2019-03-07,New York Islanders,4,Ottawa Senators,2,,11967,2:30,
2019-03-07,Columbus Blue Jackets,0,Pittsburgh Penguins,3,,18611,2:31,
2019-03-07,Montreal Canadiens,2,San Jose Sharks,5,,17471,2:21,
2019-03-07,Minnesota Wild,3,Tampa Bay Lightning,0,,19092,2:26,
2019-03-08,Montreal Canadiens,2,Anaheim Ducks,8,,16580,2:36,
2019-03-08,Winnipeg Jets,8,Carolina Hurricanes,1,,15928,2:27,
2019-03-08,Minnesota Wild,2,Florida Panthers,6,,12388,2:25,
2019-03-08,New Jersey Devils,0,Washington Capitals,3,,18506,2:23,
2019-03-09,Los Angeles Kings,2,Arizona Coyotes,4,,14976,2:30,
2019-03-09,Ottawa Senators,2,Boston Bruins,3,,17565,2:20,
2019-03-09,Pittsburgh Penguins,1,Columbus Blue Jackets,4,,19146,2:28,
2019-03-09,Buffalo Sabres,0,Colorado Avalanche,3,,18052,2:34,
2019-03-09,Chicago Blackhawks,2,Dallas Stars,1,,18532,2:25,
2019-03-09,Toronto Maple Leafs,3,Edmonton Oilers,2,,18347,2:23,
2019-03-09,Carolina Hurricanes,5,Nashville Predators,3,,17724,2:28,
2019-03-09,Philadelphia Flyers,5,New York Islanders,2,,13917,2:34,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2019-03-09,New Jersey Devils,2,New York Rangers,4,,17386,2:32,
2019-03-09,St. Louis Blues,2,San Jose Sharks,3,OT,17562,2:19,
2019-03-09,Detroit Red Wings,2,Tampa Bay Lightning,3,,19092,2:40,
